name,position,latitude,longitude,species,transect
400,N38.57171 W121.75844,38.57171,-121.75844,A. fascicularis,2
401,N38.57171 W121.75850,38.57171,-121.7585,A. fascicularis,2
402,N38.57170 W121.75856,38.5717,-121.75856,A. fascicularis,2
403,N38.57170 W121.75863,38.5717,-121.75863,A. fascicularis,2
404,N38.57172 W121.75872,38.57172,-121.75872,A. fascicularis,2
405,N38.57171 W121.75881,38.57171,-121.75881,A. fascicularis,2
406,N38.57172 W121.75884,38.57172,-121.75884,A. fascicularis,2
407,N38.57172 W121.75891,38.57172,-121.75891,A. fascicularis,2
408,N38.57172 W121.75899,38.57172,-121.75899,A. fascicularis,2
409,N38.57171 W121.75904,38.57171,-121.75904,A. fascicularis,2
410,N38.57173 W121.75915,38.57173,-121.75915,A. fascicularis,2
411,N38.57172 W121.75919,38.57172,-121.75919,A. fascicularis,2
412,N38.57172 W121.75925,38.57172,-121.75925,A. fascicularis,2
413,N38.57171 W121.75933,38.57171,-121.75933,A. fascicularis,2
414,N38.57174 W121.75939,38.57174,-121.75939,A. fascicularis,2
415,N38.57174 W121.75947,38.57174,-121.75947,A. fascicularis,2
416,N38.57173 W121.75953,38.57173,-121.75953,A. fascicularis,2
417,N38.57173 W121.75960,38.57173,-121.7596,A. fascicularis,2
418,N38.57173 W121.75966,38.57173,-121.75966,A. fascicularis,2
419,N38.57172 W121.75975,38.57172,-121.75975,A. fascicularis,2
420,N38.57171 W121.75981,38.57171,-121.75981,A. fascicularis,2
421,N38.57170 W121.75988,38.5717,-121.75988,A. fascicularis,2
422,N38.57169 W121.75993,38.57169,-121.75993,A. fascicularis,2
423,N38.57169 W121.75995,38.57169,-121.75995,A. fascicularis,2
424,N38.57165 W121.76007,38.57165,-121.76007,A. fascicularis,2
425,N38.57163 W121.76013,38.57163,-121.76013,A. fascicularis,2
426,N38.57160 W121.76020,38.5716,-121.7602,A. fascicularis,2
427,N38.57158 W121.76025,38.57158,-121.76025,A. fascicularis,2
428,N38.57151 W121.76028,38.57151,-121.76028,A. fascicularis,2
429,N38.57151 W121.76034,38.57151,-121.76034,A. fascicularis,2
430,N38.57146 W121.76042,38.57146,-121.76042,A. fascicularis,2
431,N38.57141 W121.76047,38.57141,-121.76047,A. fascicularis,2
432,N38.57138 W121.76048,38.57138,-121.76048,A. fascicularis,2
433,N38.57134 W121.76051,38.57134,-121.76051,A. fascicularis,2
434,N38.57132 W121.76057,38.57132,-121.76057,A. fascicularis,2
435,N38.57128 W121.76059,38.57128,-121.76059,A. fascicularis,2
436,N38.57127 W121.76059,38.57127,-121.76059,A. fascicularis,2
437,N38.57123 W121.76063,38.57123,-121.76063,A. fascicularis,2
438,N38.57116 W121.76066,38.57116,-121.76066,A. fascicularis,2
439,N38.57108 W121.76069,38.57108,-121.76069,A. fascicularis,2
440,N38.57103 W121.76073,38.57103,-121.76073,A. fascicularis,2
441,N38.57096 W121.76074,38.57096,-121.76074,A. fascicularis,2
442,N38.57091 W121.76072,38.57091,-121.76072,A. fascicularis,2
443,N38.57089 W121.76074,38.57089,-121.76074,A. fascicularis,2
444,N38.57085 W121.76076,38.57085,-121.76076,A. fascicularis,2
445,N38.57077 W121.76074,38.57077,-121.76074,A. fascicularis,2
446,N38.57071 W121.76074,38.57071,-121.76074,A. fascicularis,2
447,N38.57063 W121.76077,38.57063,-121.76077,A. fascicularis,2
448,N38.57060 W121.76079,38.5706,-121.76079,A. fascicularis,2
449,N38.57055 W121.76080,38.57055,-121.7608,A. fascicularis,2
450,N38.57052 W121.76080,38.57052,-121.7608,A. fascicularis,2
451,N38.57044 W121.76079,38.57044,-121.76079,A. fascicularis,2
452,N38.57039 W121.76079,38.57039,-121.76079,A. fascicularis,2
453,N38.57033 W121.76079,38.57033,-121.76079,A. fascicularis,2
454,N38.57028 W121.76082,38.57028,-121.76082,A. fascicularis,2
455,N38.57023 W121.76084,38.57023,-121.76084,A. fascicularis,2
456,N38.57018 W121.76088,38.57018,-121.76088,A. fascicularis,2
457,N38.57012 W121.76089,38.57012,-121.76089,A. fascicularis,2
458,N38.57007 W121.76092,38.57007,-121.76092,A. fascicularis,2
459,N38.57003 W121.76095,38.57003,-121.76095,A. fascicularis,2
460,N38.56999 W121.76101,38.56999,-121.76101,A. fascicularis,2
461,N38.56992 W121.76109,38.56992,-121.76109,A. fascicularis,2
462,N38.56988 W121.76112,38.56988,-121.76112,A. fascicularis,2
463,N38.56981 W121.76124,38.56981,-121.76124,A. fascicularis,2
464,N38.56978 W121.76128,38.56978,-121.76128,A. fascicularis,2
465,N38.56973 W121.76132,38.56973,-121.76132,A. fascicularis,2
466,N38.56971 W121.76137,38.56971,-121.76137,A. fascicularis,2
467,N38.56967 W121.76142,38.56967,-121.76142,A. fascicularis,2
468,N38.56964 W121.76147,38.56964,-121.76147,A. fascicularis,2
469,N38.56960 W121.76151,38.5696,-121.76151,A. fascicularis,2
470,N38.56956 W121.76155,38.56956,-121.76155,A. fascicularis,2
471,N38.56951 W121.76158,38.56951,-121.76158,A. fascicularis,2
472,N38.56946 W121.76163,38.56946,-121.76163,A. fascicularis,2
473,N38.56942 W121.76166,38.56942,-121.76166,A. fascicularis,2
474,N38.56938 W121.76167,38.56938,-121.76167,A. fascicularis,2
475,N38.56932 W121.76170,38.56932,-121.7617,A. fascicularis,2
476,N38.56929 W121.76171,38.56929,-121.76171,A. fascicularis,2
477,N38.56924 W121.76171,38.56924,-121.76171,A. fascicularis,2
478,N38.56921 W121.76174,38.56921,-121.76174,A. fascicularis,2
479,N38.56919 W121.76174,38.56919,-121.76174,A. fascicularis,2
480,N38.56910 W121.76178,38.5691,-121.76178,A. fascicularis,2
481,N38.56901 W121.76179,38.56901,-121.76179,A. fascicularis,2
482,N38.56894 W121.76179,38.56894,-121.76179,A. fascicularis,2
483,N38.56889 W121.76179,38.56889,-121.76179,A. fascicularis,2
484,N38.56883 W121.76183,38.56883,-121.76183,A. fascicularis,2
485,N38.56881 W121.76185,38.56881,-121.76185,A. fascicularis,2
486,N38.56876 W121.76187,38.56876,-121.76187,A. fascicularis,2
487,N38.56875 W121.76190,38.56875,-121.7619,A. fascicularis,2
488,N38.56869 W121.76196,38.56869,-121.76196,A. fascicularis,2
489,N38.56864 W121.76199,38.56864,-121.76199,A. fascicularis,2
490,N38.56858 W121.76202,38.56858,-121.76202,A. fascicularis,2
491,N38.56853 W121.76205,38.56853,-121.76205,A. fascicularis,2
492,N38.56848 W121.76210,38.56848,-121.7621,A. fascicularis,2
493,N38.56844 W121.76217,38.56844,-121.76217,A. fascicularis,2
494,N38.56840 W121.76223,38.5684,-121.76223,A. fascicularis,2
495,N38.56838 W121.76228,38.56838,-121.76228,A. fascicularis,2
496,N38.56834 W121.76234,38.56834,-121.76234,A. fascicularis,2
497,N38.56830 W121.76240,38.5683,-121.7624,A. fascicularis,2
498,N38.56828 W121.76244,38.56828,-121.76244,A. fascicularis,2
499,N38.56826 W121.76251,38.56826,-121.76251,A. fascicularis,2
500,N38.56824 W121.76256,38.56824,-121.76256,A. fascicularis,2
501,N38.56823 W121.76263,38.56823,-121.76263,A. fascicularis,2
502,N38.56822 W121.76269,38.56822,-121.76269,A. fascicularis,2
503,N38.56822 W121.76273,38.56822,-121.76273,A. fascicularis,2
504,N38.56819 W121.76280,38.56819,-121.7628,A. fascicularis,2
505,N38.56818 W121.76286,38.56818,-121.76286,A. fascicularis,2
506,N38.56818 W121.76295,38.56818,-121.76295,A. fascicularis,2
507,N38.56818 W121.76303,38.56818,-121.76303,A. fascicularis,2
508,N38.56818 W121.76305,38.56818,-121.76305,A. fascicularis,2
509,N38.56817 W121.76312,38.56817,-121.76312,A. fascicularis,2
510,N38.56816 W121.76319,38.56816,-121.76319,A. fascicularis,2
511,N38.56815 W121.76326,38.56815,-121.76326,A. fascicularis,2
512,N38.56814 W121.76336,38.56814,-121.76336,A. fascicularis,2
513,N38.56813 W121.76348,38.56813,-121.76348,A. fascicularis,2
514,N38.56811 W121.76357,38.56811,-121.76357,A. fascicularis,2
515,N38.56811 W121.76363,38.56811,-121.76363,A. fascicularis,2
516,N38.56810 W121.76369,38.5681,-121.76369,A. fascicularis,2
517,N38.57539 W121.74816,38.57539,-121.74816,A. speciosa,3
518,N38.57539 W121.74821,38.57539,-121.74821,A. speciosa,3
519,N38.57539 W121.74826,38.57539,-121.74826,A. speciosa,3
520,N38.57539 W121.74835,38.57539,-121.74835,A. speciosa,3
521,N38.57538 W121.74840,38.57538,-121.7484,A. speciosa,3
522,N38.57539 W121.74846,38.57539,-121.74846,A. speciosa,3
523,N38.57540 W121.74852,38.5754,-121.74852,A. speciosa,3
524,N38.57539 W121.74857,38.57539,-121.74857,A. speciosa,3
525,N38.57540 W121.74864,38.5754,-121.74864,A. speciosa,3
526,N38.57540 W121.74872,38.5754,-121.74872,A. speciosa,3
527,N38.57541 W121.74879,38.57541,-121.74879,A. speciosa,3
528,N38.57542 W121.74884,38.57542,-121.74884,A. speciosa,3
529,N38.57542 W121.74894,38.57542,-121.74894,A. speciosa,3
530,N38.57541 W121.74902,38.57541,-121.74902,A. speciosa,3
531,N38.57538 W121.74911,38.57538,-121.74911,A. speciosa,3
532,N38.57539 W121.74915,38.57539,-121.74915,A. speciosa,3
533,N38.57540 W121.74925,38.5754,-121.74925,A. speciosa,3
534,N38.57541 W121.74930,38.57541,-121.7493,A. speciosa,3
535,N38.57542 W121.74937,38.57542,-121.74937,A. speciosa,3
536,N38.57538 W121.74946,38.57538,-121.74946,A. speciosa,3
537,N38.57538 W121.74951,38.57538,-121.74951,A. speciosa,3
538,N38.57540 W121.74960,38.5754,-121.7496,A. speciosa,3
539,N38.57540 W121.74966,38.5754,-121.74966,A. speciosa,3
540,N38.57540 W121.74975,38.5754,-121.74975,A. speciosa,3
541,N38.57538 W121.74983,38.57538,-121.74983,A. speciosa,3
542,N38.57537 W121.74990,38.57537,-121.7499,A. speciosa,3
543,N38.57539 W121.74996,38.57539,-121.74996,A. speciosa,3
544,N38.57540 W121.75004,38.5754,-121.75004,A. speciosa,3
545,N38.57540 W121.75004,38.5754,-121.75004,A. speciosa,3
546,N38.57538 W121.75013,38.57538,-121.75013,A. speciosa,3
547,N38.57541 W121.75016,38.57541,-121.75016,A. speciosa,3
548,N38.57540 W121.75024,38.5754,-121.75024,A. speciosa,3
549,N38.57540 W121.75032,38.5754,-121.75032,A. speciosa,3
550,N38.57541 W121.75038,38.57541,-121.75038,A. speciosa,3
551,N38.57539 W121.75049,38.57539,-121.75049,A. speciosa,3
552,N38.57540 W121.75056,38.5754,-121.75056,A. speciosa,3
553,N38.57537 W121.75066,38.57537,-121.75066,A. speciosa,3
554,N38.57540 W121.75067,38.5754,-121.75067,A. speciosa,3
555,N38.57540 W121.75075,38.5754,-121.75075,A. speciosa,3
556,N38.57542 W121.75083,38.57542,-121.75083,A. speciosa,3
557,N38.57540 W121.75089,38.5754,-121.75089,A. speciosa,3
558,N38.57540 W121.75095,38.5754,-121.75095,A. speciosa,3
559,N38.57541 W121.75104,38.57541,-121.75104,A. speciosa,3
560,N38.57540 W121.75109,38.5754,-121.75109,A. speciosa,3
561,N38.57541 W121.75115,38.57541,-121.75115,A. speciosa,3
562,N38.57541 W121.75124,38.57541,-121.75124,A. speciosa,3
563,N38.57542 W121.75129,38.57542,-121.75129,A. speciosa,3
564,N38.57542 W121.75138,38.57542,-121.75138,A. speciosa,3
565,N38.57542 W121.75144,38.57542,-121.75144,A. speciosa,3
566,N38.57541 W121.75150,38.57541,-121.7515,A. speciosa,3
567,N38.57544 W121.75156,38.57544,-121.75156,A. speciosa,3
568,N38.57543 W121.75165,38.57543,-121.75165,A. speciosa,3
569,N38.57542 W121.75172,38.57542,-121.75172,A. speciosa,3
570,N38.57542 W121.75180,38.57542,-121.7518,A. speciosa,3
571,N38.57543 W121.75184,38.57543,-121.75184,A. speciosa,3
572,N38.57543 W121.75193,38.57543,-121.75193,A. speciosa,3
573,N38.57543 W121.75200,38.57543,-121.752,A. speciosa,3
574,N38.57542 W121.75205,38.57542,-121.75205,A. speciosa,3
575,N38.57543 W121.75212,38.57543,-121.75212,A. speciosa,3
576,N38.57543 W121.75218,38.57543,-121.75218,A. speciosa,3
577,N38.57545 W121.75223,38.57545,-121.75223,A. speciosa,3
578,N38.57543 W121.75234,38.57543,-121.75234,A. speciosa,3
579,N38.57543 W121.75240,38.57543,-121.7524,A. speciosa,3
580,N38.57544 W121.75247,38.57544,-121.75247,A. speciosa,3
581,N38.57544 W121.75254,38.57544,-121.75254,A. speciosa,3
582,N38.57544 W121.75260,38.57544,-121.7526,A. speciosa,3
583,N38.57545 W121.75266,38.57545,-121.75266,A. speciosa,3
584,N38.57544 W121.75274,38.57544,-121.75274,A. speciosa,3
585,N38.57544 W121.75283,38.57544,-121.75283,A. speciosa,3
586,N38.57543 W121.75288,38.57543,-121.75288,A. speciosa,3
587,N38.57544 W121.75293,38.57544,-121.75293,A. speciosa,3
588,N38.57544 W121.75303,38.57544,-121.75303,A. speciosa,3
589,N38.57543 W121.75309,38.57543,-121.75309,A. speciosa,3
590,N38.57541 W121.75315,38.57541,-121.75315,A. speciosa,3
591,N38.57544 W121.75324,38.57544,-121.75324,A. speciosa,3
592,N38.57544 W121.75333,38.57544,-121.75333,A. speciosa,3
593,N38.57543 W121.75341,38.57543,-121.75341,A. speciosa,3
594,N38.57544 W121.75343,38.57544,-121.75343,A. speciosa,3
595,N38.57544 W121.75350,38.57544,-121.7535,A. speciosa,3
596,N38.57544 W121.75359,38.57544,-121.75359,A. speciosa,3
597,N38.57545 W121.75366,38.57545,-121.75366,A. speciosa,3
598,N38.57545 W121.75371,38.57545,-121.75371,A. speciosa,3
599,N38.57546 W121.75378,38.57546,-121.75378,A. speciosa,3
600,N38.57545 W121.75386,38.57545,-121.75386,A. speciosa,3
601,N38.57542 W121.75389,38.57542,-121.75389,A. speciosa,3
602,N38.57543 W121.75399,38.57543,-121.75399,A. speciosa,3
603,N38.57543 W121.75405,38.57543,-121.75405,A. speciosa,3
604,N38.57544 W121.75412,38.57544,-121.75412,A. speciosa,3
605,N38.57543 W121.75421,38.57543,-121.75421,A. speciosa,3
606,N38.57544 W121.75428,38.57544,-121.75428,A. speciosa,3
607,N38.57544 W121.75434,38.57544,-121.75434,A. speciosa,3
608,N38.57543 W121.75442,38.57543,-121.75442,A. speciosa,3
609,N38.57544 W121.75445,38.57544,-121.75445,A. speciosa,3
610,N38.57543 W121.75456,38.57543,-121.75456,A. speciosa,3
611,N38.57544 W121.75462,38.57544,-121.75462,A. speciosa,3
612,N38.57544 W121.75468,38.57544,-121.75468,A. speciosa,3
613,N38.57544 W121.75475,38.57544,-121.75475,A. speciosa,3
614,N38.57546 W121.75482,38.57546,-121.75482,A. speciosa,3
615,N38.57546 W121.75489,38.57546,-121.75489,A. speciosa,3
616,N38.57546 W121.75497,38.57546,-121.75497,A. speciosa,3
617,N38.57543 W121.75501,38.57543,-121.75501,A. speciosa,3
618,N38.57544 W121.75507,38.57544,-121.75507,A. speciosa,3
619,N38.57541 W121.75519,38.57541,-121.75519,A. speciosa,3
620,N38.57542 W121.75523,38.57542,-121.75523,A. speciosa,3
621,N38.57544 W121.75531,38.57544,-121.75531,A. speciosa,3
622,N38.57542 W121.75538,38.57542,-121.75538,A. speciosa,3
623,N38.57544 W121.75544,38.57544,-121.75544,A. speciosa,3
624,N38.57544 W121.75546,38.57544,-121.75546,A. speciosa,3
625,N38.57544 W121.75556,38.57544,-121.75556,A. speciosa,3
626,N38.57543 W121.75565,38.57543,-121.75565,A. speciosa,3
627,N38.57544 W121.75573,38.57544,-121.75573,A. speciosa,3
628,N38.57546 W121.75577,38.57546,-121.75577,A. speciosa,3
629,N38.57547 W121.75581,38.57547,-121.75581,A. speciosa,3
630,N38.57546 W121.75591,38.57546,-121.75591,A. speciosa,3
631,N38.57547 W121.75599,38.57547,-121.75599,A. speciosa,3
632,N38.57547 W121.75605,38.57547,-121.75605,A. speciosa,3
633,N38.57549 W121.75609,38.57549,-121.75609,A. speciosa,3
634,N38.57547 W121.75620,38.57547,-121.7562,A. speciosa,3
635,N38.57547 W121.75626,38.57547,-121.75626,A. speciosa,3
636,N38.57547 W121.75632,38.57547,-121.75632,A. speciosa,3
637,N38.57547 W121.75639,38.57547,-121.75639,A. speciosa,3
638,N38.57548 W121.75645,38.57548,-121.75645,A. speciosa,3
639,N38.57547 W121.75653,38.57547,-121.75653,A. speciosa,3
640,N38.57547 W121.75661,38.57547,-121.75661,A. speciosa,3
641,N38.57547 W121.75668,38.57547,-121.75668,A. speciosa,3
642,N38.57547 W121.75674,38.57547,-121.75674,A. speciosa,3
643,N38.57547 W121.75681,38.57547,-121.75681,A. speciosa,3
644,N38.57547 W121.75688,38.57547,-121.75688,A. speciosa,3
645,N38.57547 W121.75694,38.57547,-121.75694,A. speciosa,3
646,N38.57547 W121.75702,38.57547,-121.75702,A. speciosa,3
647,N38.57546 W121.75709,38.57546,-121.75709,A. speciosa,3
648,N38.57547 W121.75717,38.57547,-121.75717,A. speciosa,3
649,N38.57545 W121.75722,38.57545,-121.75722,A. speciosa,3
650,N38.57542 W121.75730,38.57542,-121.7573,A. speciosa,3
651,N38.57541 W121.75734,38.57541,-121.75734,A. speciosa,3
652,N38.57539 W121.75741,38.57539,-121.75741,A. speciosa,3
653,N38.57537 W121.75746,38.57537,-121.75746,A. speciosa,3
654,N38.57535 W121.75753,38.57535,-121.75753,A. speciosa,3
655,N38.57532 W121.75759,38.57532,-121.75759,A. speciosa,3
656,N38.57529 W121.75765,38.57529,-121.75765,A. speciosa,3
657,N38.57526 W121.75771,38.57526,-121.75771,A. speciosa,3
658,N38.57522 W121.75776,38.57522,-121.75776,A. speciosa,3
659,N38.57518 W121.75781,38.57518,-121.75781,A. speciosa,3
660,N38.57515 W121.75785,38.57515,-121.75785,A. speciosa,3
661,N38.57512 W121.75790,38.57512,-121.7579,A. speciosa,3
662,N38.57506 W121.75795,38.57506,-121.75795,A. speciosa,3
663,N38.57502 W121.75797,38.57502,-121.75797,A. speciosa,3
664,N38.57499 W121.75801,38.57499,-121.75801,A. speciosa,3
665,N38.57493 W121.75806,38.57493,-121.75806,A. speciosa,3
666,N38.57488 W121.75809,38.57488,-121.75809,A. speciosa,3
667,N38.57483 W121.75811,38.57483,-121.75811,A. speciosa,3
668,N38.57479 W121.75811,38.57479,-121.75811,A. speciosa,3
669,N38.57475 W121.75814,38.57475,-121.75814,A. speciosa,3
670,N38.57470 W121.75816,38.5747,-121.75816,A. speciosa,3
671,N38.57465 W121.75817,38.57465,-121.75817,A. speciosa,3
672,N38.57460 W121.75817,38.5746,-121.75817,A. speciosa,3
673,N38.57454 W121.75818,38.57454,-121.75818,A. speciosa,3
674,N38.57451 W121.75818,38.57451,-121.75818,A. speciosa,3
675,N38.57445 W121.75819,38.57445,-121.75819,A. speciosa,3
676,N38.57441 W121.75819,38.57441,-121.75819,A. speciosa,3
677,N38.57426 W121.75822,38.57426,-121.75822,A. speciosa,3
678,N38.57420 W121.75822,38.5742,-121.75822,A. speciosa,3
679,N38.57414 W121.75821,38.57414,-121.75821,A. speciosa,3
680,N38.57407 W121.75821,38.57407,-121.75821,A. speciosa,3
681,N38.57402 W121.75821,38.57402,-121.75821,A. speciosa,3
682,N38.57395 W121.75821,38.57395,-121.75821,A. speciosa,3
683,N38.57390 W121.75821,38.5739,-121.75821,A. speciosa,3
684,N38.57385 W121.75821,38.57385,-121.75821,A. speciosa,3
685,N38.57380 W121.75823,38.5738,-121.75823,A. speciosa,3
686,N38.57376 W121.75823,38.57376,-121.75823,A. speciosa,3
687,N38.57369 W121.75822,38.57369,-121.75822,A. speciosa,3
688,N38.57365 W121.75821,38.57365,-121.75821,A. speciosa,3
689,N38.57360 W121.75822,38.5736,-121.75822,A. speciosa,3
690,N38.57353 W121.75823,38.57353,-121.75823,A. speciosa,3
691,N38.57349 W121.75823,38.57349,-121.75823,A. speciosa,3
692,N38.57345 W121.75822,38.57345,-121.75822,A. speciosa,3
693,N38.57339 W121.75822,38.57339,-121.75822,A. speciosa,3
694,N38.57332 W121.75824,38.57332,-121.75824,A. speciosa,3
695,N38.57326 W121.75824,38.57326,-121.75824,A. speciosa,3
696,N38.57321 W121.75824,38.57321,-121.75824,A. speciosa,3
697,N38.57316 W121.75824,38.57316,-121.75824,A. speciosa,3
698,N38.57312 W121.75823,38.57312,-121.75823,A. speciosa,3
699,N38.57304 W121.75822,38.57304,-121.75822,A. speciosa,3
700,N38.57299 W121.75822,38.57299,-121.75822,A. speciosa,3
701,N38.57293 W121.75824,38.57293,-121.75824,A. speciosa,3
702,N38.57290 W121.75824,38.5729,-121.75824,A. speciosa,3
703,N38.57284 W121.75822,38.57284,-121.75822,A. speciosa,3
704,N38.57280 W121.75823,38.5728,-121.75823,A. speciosa,3
705,N38.57274 W121.75823,38.57274,-121.75823,A. speciosa,3
706,N38.57268 W121.75824,38.57268,-121.75824,A. speciosa,3
707,N38.57261 W121.75824,38.57261,-121.75824,A. speciosa,3
708,N38.57256 W121.75824,38.57256,-121.75824,A. speciosa,3
709,N38.57251 W121.75824,38.57251,-121.75824,A. speciosa,3
710,N38.57245 W121.75824,38.57245,-121.75824,A. speciosa,3
711,N38.57242 W121.75823,38.57242,-121.75823,A. speciosa,3
712,N38.57236 W121.75823,38.57236,-121.75823,A. speciosa,3
713,N38.57230 W121.75823,38.5723,-121.75823,A. speciosa,3
714,N38.57226 W121.75824,38.57226,-121.75824,A. speciosa,3
715,N38.57219 W121.75825,38.57219,-121.75825,A. speciosa,3
716,N38.57212 W121.75824,38.57212,-121.75824,A. speciosa,3
717,N38.57208 W121.75824,38.57208,-121.75824,A. speciosa,3
718,N38.57204 W121.75824,38.57204,-121.75824,A. speciosa,3
719,N38.57200 W121.75825,38.572,-121.75825,A. speciosa,3
720,N38.57193 W121.75824,38.57193,-121.75824,A. speciosa,3
721,N38.57187 W121.75825,38.57187,-121.75825,A. speciosa,3
722,N38.57183 W121.75831,38.57183,-121.75831,A. speciosa,3
723,N38.57182 W121.75837,38.57182,-121.75837,A. speciosa,3
724,N38.57181 W121.75845,38.57181,-121.75845,A. speciosa,3
725,N38.57180 W121.75851,38.5718,-121.75851,A. speciosa,3
726,N38.57180 W121.75862,38.5718,-121.75862,A. speciosa,3
727,N38.57181 W121.75868,38.57181,-121.75868,A. speciosa,3
728,N38.57180 W121.75874,38.5718,-121.75874,A. speciosa,3
729,N38.57181 W121.75881,38.57181,-121.75881,A. speciosa,3
730,N38.57182 W121.75887,38.57182,-121.75887,A. speciosa,3
731,N38.57181 W121.75893,38.57181,-121.75893,A. speciosa,3
732,N38.57182 W121.75900,38.57182,-121.759,A. speciosa,3
733,N38.57182 W121.75907,38.57182,-121.75907,A. speciosa,3
734,N38.57182 W121.75915,38.57182,-121.75915,A. speciosa,3
735,N38.57182 W121.75922,38.57182,-121.75922,A. speciosa,3
736,N38.57181 W121.75929,38.57181,-121.75929,A. speciosa,3
737,N38.57181 W121.75936,38.57181,-121.75936,A. speciosa,3
738,N38.57182 W121.75944,38.57182,-121.75944,A. speciosa,3
739,N38.57182 W121.75950,38.57182,-121.7595,A. speciosa,3
740,N38.57182 W121.75958,38.57182,-121.75958,A. speciosa,3
741,N38.57182 W121.75966,38.57182,-121.75966,A. speciosa,3
742,N38.57180 W121.75970,38.5718,-121.7597,A. speciosa,3
743,N38.57180 W121.75978,38.5718,-121.75978,A. speciosa,3
744,N38.57179 W121.75984,38.57179,-121.75984,A. speciosa,3
745,N38.57179 W121.75991,38.57179,-121.75991,A. speciosa,3
746,N38.57177 W121.75998,38.57177,-121.75998,A. speciosa,3
747,N38.57176 W121.76004,38.57176,-121.76004,A. speciosa,3
748,N38.57174 W121.76011,38.57174,-121.76011,A. speciosa,3
749,N38.57172 W121.76016,38.57172,-121.76016,A. speciosa,3
750,N38.57169 W121.76021,38.57169,-121.76021,A. speciosa,3
751,N38.57167 W121.76024,38.57167,-121.76024,A. speciosa,3
752,N38.57165 W121.76028,38.57165,-121.76028,A. speciosa,3
753,N38.57161 W121.76037,38.57161,-121.76037,A. speciosa,3
754,N38.57159 W121.76041,38.57159,-121.76041,A. speciosa,3
755,N38.57155 W121.76046,38.57155,-121.76046,A. speciosa,3
756,N38.57151 W121.76051,38.57151,-121.76051,A. speciosa,3
757,N38.57149 W121.76055,38.57149,-121.76055,A. speciosa,3
758,N38.57143 W121.76060,38.57143,-121.7606,A. speciosa,3
759,N38.57136 W121.76067,38.57136,-121.76067,A. speciosa,3
760,N38.57133 W121.76071,38.57133,-121.76071,A. speciosa,3
761,N38.57125 W121.76075,38.57125,-121.76075,A. speciosa,3
762,N38.57119 W121.76077,38.57119,-121.76077,A. speciosa,3
763,N38.57119 W121.76076,38.57119,-121.76076,A. speciosa,3
764,N38.57113 W121.76080,38.57113,-121.7608,A. speciosa,3
765,N38.57107 W121.76081,38.57107,-121.76081,A. speciosa,3
766,N38.57103 W121.76083,38.57103,-121.76083,A. speciosa,3
767,N38.57099 W121.76086,38.57099,-121.76086,A. speciosa,3
768,N38.57090 W121.76087,38.5709,-121.76087,A. speciosa,3
769,N38.57087 W121.76090,38.57087,-121.7609,A. speciosa,3
770,N38.57084 W121.76090,38.57084,-121.7609,A. speciosa,3
771,N38.57080 W121.76091,38.5708,-121.76091,A. speciosa,3
772,N38.57075 W121.76090,38.57075,-121.7609,A. speciosa,3
773,N38.57073 W121.76091,38.57073,-121.76091,A. speciosa,3
774,N38.57066 W121.76092,38.57066,-121.76092,A. speciosa,3
775,N38.57060 W121.76092,38.5706,-121.76092,A. speciosa,3
776,N38.57053 W121.76093,38.57053,-121.76093,A. speciosa,3
777,N38.57048 W121.76095,38.57048,-121.76095,A. speciosa,3
778,N38.57042 W121.76093,38.57042,-121.76093,A. speciosa,3
779,N38.57035 W121.76093,38.57035,-121.76093,A. speciosa,3
780,N38.57028 W121.76094,38.57028,-121.76094,A. speciosa,3
781,N38.57022 W121.76097,38.57022,-121.76097,A. speciosa,3
782,N38.57017 W121.76101,38.57017,-121.76101,A. speciosa,3
783,N38.57012 W121.76103,38.57012,-121.76103,A. speciosa,3
784,N38.57008 W121.76109,38.57008,-121.76109,A. speciosa,3
785,N38.57004 W121.76110,38.57004,-121.7611,A. speciosa,3
786,N38.57003 W121.76111,38.57003,-121.76111,A. speciosa,3
787,N38.56996 W121.76122,38.56996,-121.76122,A. speciosa,3
788,N38.56993 W121.76122,38.56993,-121.76122,A. speciosa,3
789,N38.56990 W121.76125,38.5699,-121.76125,A. speciosa,3
790,N38.56989 W121.76130,38.56989,-121.7613,A. speciosa,3
791,N38.56985 W121.76138,38.56985,-121.76138,A. speciosa,3
792,N38.56977 W121.76151,38.56977,-121.76151,A. speciosa,3
793,N38.56973 W121.76155,38.56973,-121.76155,A. speciosa,3
794,N38.56964 W121.76164,38.56964,-121.76164,A. speciosa,3
795,N38.56962 W121.76164,38.56962,-121.76164,A. speciosa,3
796,N38.56960 W121.76167,38.5696,-121.76167,A. speciosa,3
797,N38.56954 W121.76172,38.56954,-121.76172,A. speciosa,3
798,N38.56944 W121.76176,38.56944,-121.76176,A. speciosa,3
799,N38.56943 W121.76179,38.56943,-121.76179,A. speciosa,3
800,N38.56937 W121.76183,38.56937,-121.76183,A. speciosa,3
801,N38.56932 W121.76185,38.56932,-121.76185,A. speciosa,3
802,N38.56926 W121.76184,38.56926,-121.76184,A. speciosa,3
803,N38.56921 W121.76184,38.56921,-121.76184,A. speciosa,3
804,N38.56916 W121.76185,38.56916,-121.76185,A. speciosa,3
805,N38.56915 W121.76187,38.56915,-121.76187,A. speciosa,3
806,N38.56912 W121.76190,38.56912,-121.7619,A. speciosa,3
